thr,FP,FN,FPR,FNR,FP_plus_FN,max_FPR_FNR
0.678,49,235,0.1396011396011396,0.4501915708812261,284,0.4501915708812261
0.68,49,236,0.1396011396011396,0.4521072796934866,285,0.4521072796934866
0.682,48,238,0.13675213675213677,0.4559386973180077,286,0.4559386973180077
0.684,47,242,0.1339031339031339,0.46360153256704983,289,0.46360153256704983
0.686,47,246,0.1339031339031339,0.47126436781609193,293,0.47126436781609193
0.6880000000000001,45,246,0.1282051282051282,0.47126436781609193,291,0.47126436781609193
0.6900000000000001,43,247,0.1225071225071225,0.4731800766283525,290,0.4731800766283525
0.6920000000000001,42,254,0.11965811965811966,0.48659003831417624,296,0.48659003831417624
0.6940000000000001,42,256,0.11965811965811966,0.4904214559386973,298,0.4904214559386973
0.6960000000000001,41,259,0.1168091168091168,0.49616858237547895,300,0.49616858237547895
0.6980000000000001,40,263,0.11396011396011396,0.5038314176245211,303,0.5038314176245211
0.7000000000000001,40,263,0.11396011396011396,0.5038314176245211,303,0.5038314176245211
0.7020000000000001,40,264,0.11396011396011396,0.5057471264367817,304,0.5057471264367817
0.704,40,265,0.11396011396011396,0.5076628352490421,305,0.5076628352490421
0.706,40,266,0.11396011396011396,0.5095785440613027,306,0.5095785440613027
0.708,37,269,0.10541310541310542,0.5153256704980843,306,0.5153256704980843
0.71,37,270,0.10541310541310542,0.5172413793103449,307,0.5172413793103449
0.712,37,272,0.10541310541310542,0.5210727969348659,309,0.5210727969348659
0.714,37,276,0.10541310541310542,0.5287356321839081,313,0.5287356321839081
0.716,37,279,0.10541310541310542,0.5344827586206896,316,0.5344827586206896
0.718,37,281,0.10541310541310542,0.5383141762452107,318,0.5383141762452107
0.72,36,284,0.10256410256410256,0.5440613026819924,320,0.5440613026819924
0.722,36,287,0.10256410256410256,0.5498084291187739,323,0.5498084291187739
0.724,34,287,0.09686609686609686,0.5498084291187739,321,0.5498084291187739
0.726,33,292,0.09401709401709402,0.5593869731800766,325,0.5593869731800766
0.728,33,296,0.09401709401709402,0.5670498084291188,329,0.5670498084291188
0.73,33,301,0.09401709401709402,0.5766283524904214,334,0.5766283524904214
0.732,32,306,0.09116809116809117,0.5862068965517241,338,0.5862068965517241
0.734,30,308,0.08547008547008547,0.5900383141762452,338,0.5900383141762452
0.736,30,311,0.08547008547008547,0.5957854406130269,341,0.5957854406130269
0.738,30,317,0.08547008547008547,0.60727969348659,347,0.60727969348659
0.74,29,318,0.08262108262108261,0.6091954022988506,347,0.6091954022988506
0.742,28,323,0.07977207977207977,0.6187739463601533,351,0.6187739463601533
0.744,27,326,0.07692307692307693,0.6245210727969349,353,0.6245210727969349
0.746,27,328,0.07692307692307693,0.6283524904214559,355,0.6283524904214559
0.748,26,331,0.07407407407407407,0.6340996168582376,357,0.6340996168582376
0.75,25,332,0.07122507122507123,0.6360153256704981,357,0.6360153256704981
0.752,25,335,0.07122507122507123,0.6417624521072797,360,0.6417624521072797
0.754,25,335,0.07122507122507123,0.6417624521072797,360,0.6417624521072797
0.756,24,337,0.06837606837606838,0.6455938697318008,361,0.6455938697318008
0.758,23,339,0.06552706552706553,0.6494252873563219,362,0.6494252873563219
